POINT_X,POINT_Y,Northing,Easting,CellName,Temp_Label,region_n_1,Shape_Leng,Shape_Area,Region,ID,Abbrev
-122.25749679300,37.87351809750,"57","58","N-57 , E-58",LED-152,Region 3,8029.80919877000,1499134.53181999992,Region 3,LED-152,LED
-122.26293954900,37.87344016060,"57","42","N-57 , E-42",LED-19,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-19,LED
-122.26293954900,37.87344016060,"57","42","N-57 , E-42",LED-19,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-19,LED
-122.25985945500,37.87348646160,"57","51","N-57 , E-51",LED-761,Region 3,8029.80919877000,1499134.53181999992,Region 3,LED-761,LED
-122.25985945500,37.87348646160,"57","51","N-57 , E-51",LED-761,Region 3,8029.80919877000,1499134.53181999992,Region 3,LED-761,LED
-122.26311158600,37.87345947530,"58","41","N-58 , E-41",LED-10,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-10,LED
-122.26311158600,37.87345947530,"58","41","N-58 , E-41",LED-10,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-10,LED
-122.25673480400,37.87355592500,"58","60","N-58 , E-60",LED-329,Region 3,8029.80919877000,1499134.53181999992,Region 3,LED-329,LED
-122.25673480400,37.87355592500,"58","60","N-58 , E-60",LED-329,Region 3,8029.80919877000,1499134.53181999992,Region 3,LED-329,LED
-122.26540435400,37.87343079080,"58","35","N-58 , E-35",LED-890,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-890,LED
-122.26540435400,37.87343079080,"58","35","N-58 , E-35",LED-890,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-890,LED
-122.26281282000,37.87347158000,"58","42","N-58 , E-42",LED-21,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-21,LED
-122.26281282000,37.87347158000,"58","42","N-58 , E-42",LED-21,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-21,LED
-122.26252159000,37.87349959780,"58","43","N-58 , E-43",LED-908,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-908,LED
-122.26252159000,37.87349959780,"58","43","N-58 , E-43",LED-908,Region 5,8503.75566012000,1800889.11036999989,Region 5,LED-908,LED
